-- No Theme --,-- Nici o tema --,module,Magento_Config
-- Please Select --,-- Selectati --,module,Magento_Backend
-- Please Select --,-- Selectati --,module,Magento_Catalog
-- Please select --,-- Selectati --,module,Magento_Catalog
-- Please Select --,-- Selectati --,module,Magento_Cms
-- Please Select --,-- Selectati --,module,Magento_Customer
Attribute with the same code,Atribut cu acelasi cod,module,Magento_Eav
Attributes,Atribute,module,Magento_Catalog
AttributeSet does not exist.,Set atribute inexistent.,module,Magento_Eav
"AttributeSet with id ""%1"" does not exist.","Setul de atribute ci ID-ul ""%1""nu exista",module,Magento_Eav
Auction Payment other than through eBay,"Licitatie de plata, altfel decat prin eBay",module,Magento_Paypal
Authentication error occurred.,A avut loc o eroare de autentificare.,module,Magento_Backend
Authentication header format is invalid.,Formatul antetului de autentificare nu este valid.,module,Magento_Webapi
Authentication header is absent.,Antetul de autentificare lipseste.,module,Magento_Webapi
Authentication storage is incorrect.,Memoria de autentificare este incorecta.,module,Magento_Backend
Author,Autor,module,Magento_Review
Authorization,Autorizare,module,Magento_Paypal
Authorization,Autorizatie,module,Magento_Sales
Authorization Honor Period (days),Perioada de onoare autorizatie (zile),module,Magento_Paypal
authorize,permiteti,module,Magento_Authorizenet
Authorize,Permiteti,module,Magento_Braintree
authorize and capture,permiteti si captati,module,Magento_Authorizenet
Authorize and Capture,Permiteti si captati,module,Magento_Authorizenet
Authorize and Capture,Permiteti si captati,module,Magento_Braintree
Authorize Only,Doar permiteti,module,Magento_Authorizenet
Authorize.net Direct Post,Afisare directa Authorize.net,module,Magento_Authorizenet
Authorize.Net Transaction ID %1.,Permiteti.ID tranzactie neta %1.,module,Magento_Authorizenet
Authorized amount of %1,Suma autorizata de %1,module,Magento_Sales
Auto,Auto,module,Magento_Paypal
Auto,Auto,module,Magento_SalesRule
Auto Generated Specific Coupon Codes,Coduri de cupon specifice autogenerate,module,Magento_SalesRule
Auto restart video,Reîncepere automata clip video,module,Magento_ProductVideo
Auto-generate a Key,Autogenerati o cheie,module,Magento_EncryptionKey
Auto-redirect to Base URL,Optimizare motor de cautare,module,Magento_Backend
Automatic (equalize price ranges),Automat (egaleaza gama preturi),module,Magento_Catalog
Automatic (equalize product counts),Automat (egaleaza sume produs),module,Magento_Catalog
Automatically,Automat,module,Magento_CheckoutAgreements
Automatically Invoice All Items,Facturare automata pentru toate articolele,module,Magento_OfflinePayments
Automatically Return Credit Memo Item to Stock,Returnati automat aticolul nota de credit în stoc,module,Magento_CatalogInventory
Autostart base video,începere automata a clipului video de baza,module,Magento_ProductVideo
AutoSweep,AutoSweep,module,Magento_Paypal
Availability,Disponibilitate,module,Magento_Bundle
Availability,Disponibilitate,module,Magento_Catalog
Availability,Disponibilitate,module,Magento_Downloadable
Availability,Disponibilitate,module,Magento_GroupedProduct
Availability,Disponibilitate,module,Magento_Wishlist
Availability:,Disponibilitate:,module,Magento_Bundle
Availability:,Disponibilitate:,module,Magento_GroupedProduct
Available APIs,API-uri disponibile,module,Magento_Integration
Available Balance,Bilant disponibil,module,Magento_Paypal
Average,Medie,module,Magento_Backend
Average,Medie,module,Magento_Reports
Average (Approved),Medie (Aprobata),module,Magento_Reports
Average Customer Rating,Rating Mediu Client:,module,Magento_Review
Average Customer Rating:,Rating Mediu Client:,module,Magento_Review
Average Order,Comanda medie,module,Magento_Backend
Average Sale,Medie vanzare,module,Magento_Customer
AVS Response,Raspuns AVS,module,Magento_Authorizenet
AVS Street Does Not Match,Strada AVS nu coincide,module,Magento_Paypal
AVS Street Match,Potrivire strada AVS,module,Magento_Paypal
AVS zip,Cod AVS,module,Magento_Paypal
AVS Zip Does Not Match,Codul AVS nu coincide,module,Magento_Paypal
Back,înapoi,module,Magento_Backend
Back,înapoi,module,Magento_Braintree
Back,înapoi,module,Magento_Catalog
Back,înapoi,module,Magento_Customer
Back,înapoi,module,Magento_Downloadable
Back,înapoi,module,Magento_Email
Back,înapoi,module,Magento_Newsletter
Back,înapoi,module,Magento_Paypal
Back,înapoi,module,Magento_Review
Back,înapoi,module,Magento_Sales
Back,înapoi,module,Magento_SendFriend
Back,înapoi,module,Magento_Tax
Back,înapoi,module,Magento_Ui
Back,înapoi,module,Magento_UrlRewrite
Back,înapoi,module,Magento_User
Back,înapoi,module,Magento_Wishlist
Back to Billing Agreements,înapoi la acordurile de facturare,module,Magento_Paypal
Back to Billing Information,înapoi la informatiile de facturare,module,Magento_Multishipping
Back to Main Product Info,înapoi la Informatii Produs Principal,module,Magento_Review
Back to My Orders,înapoi la comenzile mele,module,Magento_Sales
Back to My Orders,înapoi la Comenzile Mele,module,Magento_Shipping
Back to My Reviews,înapoi la Recenziile Mele,module,Magento_Review
Back to Product Reviews,înapoi la Recenzii Produs,module,Magento_Review
Back to Select Addresses,înapoi la selectare adrese,module,Magento_Multishipping
Back to Shipping Information,înapoi la informatiile de livrare,module,Magento_Multishipping
Back to Shopping Cart,înapoi la cosul de cumparaturi,module,Magento_Multishipping
Back to Sign In,înapoi la Conectare,module,Magento_Customer
Back to Sign in,înapoi la Conectare,module,Magento_User
Backend host,Gazda Backend,module,Magento_PageCache
Backend port,Port Backend,module,Magento_PageCache
Backordered,Comanda în asteptare,module,Magento_Sales
Backorders,Comenzi în asteptare,module,Magento_Catalog
Backorders,Comenzi în asteptare,module,Magento_CatalogInventory
Backup,Copie de rezerva,module,Magento_Backup
Backup Name,Nume copie de rezerva,module,Magento_Backup
Backup Options,Optiuni pentru copii de rezerva,module,Magento_Backend
Backup Type,Tip Copie de rezerva,module,Magento_Backup
Backups,Copii de rezerva,module,Magento_Backup
Bad controller interface for showing product,Interfata controler nepotrivita pentru expunerea produsului.,module,Magento_Catalog
Bad request.,Solicitare gresita.,module,Magento_Customer
Bad value was supplied.,Valoare gresita furnizata.,module,Magento_Catalog
Balance Manager Account Bonus,Bilant bonus cont manager,module,Magento_Paypal
Bank Transfer Payment,Plata prin transfer bancar,module,Magento_OfflinePayments
Base currency,Moneda implicita,module,Magento_Config
Base Currency,Moneda de baza,module,Magento_Directory
"Base currency is used for all online payment transactions. If you have more than one store view, the base currency scope is defined by the catalog price scope (""Catalog"" > ""Price"" > ""Catalog Price Scope"").","Moneda de baza se utilizeaza pentru toate tranzactiile de plata online. Daca aveti mai multe vizualizari de magazin, domeniul monedei de baza este definit de domeniul pretului de catalog(""Catalog"" > ""Pret"" > ""Domeniu Pret Catalog"").",module,Magento_Directory
Base Link URL,Link URL de baza,module,Magento_Backend
Base Only,Numai baza,module,Magento_Sitemap
Base Secure URL,URL de baza sigur,module,Magento_Email
Base Unsecure URL,URL de baza nesigur,module,Magento_Email
Base URL,URL de baza,module,Magento_Backend
Base URL for Static View Files,URL de baza pentru fisiere de vizualizare statica,module,Magento_Backend
Base URL for User Media Files,URL de baza pentru fisiere media utilizator.,module,Magento_Backend
Base URLs,URL de baza,module,Magento_Backend
Base URLs (Secure),URL-uri de baza (sigure),module,Magento_Backend
Based On,Bazat pe,module,Magento_Catalog
"Based on the VAT ID, the customer belongs to the Customer Group %s.","Bazat pe ID-ul valorii TVA, clientul apartine grupului de clienti %s.",module,Magento_Customer
"Based on your selections <span class=""new-products-count"" data-bind=""text:countVariations""></span>
  new products will be created. Use this step to customize images and price for your new products.","Bazat pe selectiile dumneavoastra <span class=""new-products-count"" data-bind=""text:countVariations""></span>
  noi produse vor fi create. Folositi acest pas pentru a personaliza imaginile si pretul pentru noile produse.",module,Magento_ConfigurableProduct
Basic Braintree Settings,Setari de baza Braintree,module,Magento_Braintree
Basic Settings,Setari de baza,module,Magento_Catalog
Basic Settings,Setari de baza,module,Magento_Integration
Basic Settings - PayPal Express Checkout,Setari de baza - Checkout Expres PayPal,module,Magento_Paypal
Basic Settings - PayPal Payflow Link,Setari de baza - Link Debit de Plata PayPal,module,Magento_Paypal
Basic Settings - PayPal Payflow Pro,Setari de baza - Pro Debit de Plata PayPal,module,Magento_Paypal
Basic Settings - PayPal Payments Advanced,Setari de baza - Plati avansate PayPal,module,Magento_Paypal
Basic Settings - PayPal Payments Pro,Setari de baza - Plati Pro PayPal,module,Magento_Paypal
Basic Settings - PayPal Payments Pro Hosted Solution,Setari de baza - Solutie PayPal Plati Pro Gazduite,module,Magento_Paypal
Basic Settings - PayPal Website Payments Pro Hosted Solution,Setari de baza - Solutie PayPal de Plati Pro Gazduite Website,module,Magento_Paypal
Bcc,Bcc,module,Magento_Config
Be sure your store is in maintenance mode during backup.,Asigurati-va ca magazinul este în modul de întretinere în timpul crearii copiei de rezerva.,module,Magento_Backup
Be the first to review this product,Fii primul în a face o recenzie acestui produs,module,Magento_Review
Before Discount,înainte de aplicarea reducerii,module,Magento_Tax
Before modifying the store view code please make sure it is not used in index.php.,"înainte de a modifica codul vizualizarii magazinului, asigurati-va ca nu este folosit în index.php.",module,Magento_Backend
Before modifying the website code please make sure it is not used in index.php.,"înainte de a modifica codul website-ului, asigurati-va ca nu este folosit în index.php.",module,Magento_Backend
Before Order Confirmation,înainte de confirmarea comenzii,module,Magento_Msrp
Begin data validation,începeti validarea informatiilor,module,Magento_ImportExport
Begin export of %1,începeti exportarea %1,module,Magento_ImportExport
"Begin import of ""%1"" with ""%2"" behavior","începeti importarea ""%1"" cu comportamentul ""%2""",module,Magento_ImportExport
Best Sellers Report,Raport cele mai vandute,module,Magento_Reports
Bestsellers,Cele mai vandute,module,Magento_Backend
Bestsellers,Cele mai vandute,module,Magento_Reports
Big Image,Imagine mare,module,Magento_Backend
Bill-to Name,Nume facturare,module,Magento_Customer
Bill-to Name,Nume facturare,module,Magento_Paypal
Bill-to Name,Nume facturare,module,Magento_Sales
Billing,Facturare,module,Magento_Sales
Billing Address,Adresa de facturare,module,Magento_Braintree
Billing Address,Adresa de facturare,module,Magento_Customer
Billing Address,Adresa de facturare,module,Magento_Multishipping
Billing Address,Adresa facturare,module,Magento_Sales
Billing Address,Adresa de facturare,module,Magento_Tax
Billing Address:,Adresa de facturare:,module,Magento_Checkout
Billing Address:,Adresa de facturare:,module,Magento_Sales
Billing Agreement,Acord de facturare,module,Magento_Paypal
Billing Agreement #,Acord facturare #,module,Magento_Paypal
Billing Agreement # %1,Acord de facturare # %1,module,Magento_Paypal
Billing Agreement #%1,Acord facturare #%1,module,Magento_Paypal
Billing Agreement Signup,înscriere pentru acord de facturare,module,Magento_Paypal
Billing Agreement View,Vizualizare acord de facturare,module,Magento_Paypal
Billing Agreements,Acorduri facturare,module,Magento_Paypal
Billing Firstname,Prenume facturare,module,Magento_Customer
Billing Info,Informatii facturare,module,Magento_Sales
Billing Information,Informatii facturare,module,Magento_Multishipping
Billing Information,Informatii facturare,module,Magento_Paypal
Billing Information - %1,Informatii facturare - %1,module,Magento_Multishipping
Billing Last Name,Nume facturare,module,Magento_Sales
Billing Lastname,Nume facturare,module,Magento_Customer
Billing ZIP Code,Cod postal facturare,module,Magento_Sales
Block,Bloc,module,Magento_Cms
Block Information,Informatii bloc,module,Magento_Backend
Block Information,Informatii bloc,module,Magento_Cms
Block Information,Informatii bloc,module,Magento_UrlRewrite
Block Title,Titlu bloc,module,Magento_Cms
Blocks,Blocuri,module,Magento_Cms
Blocks HTML output,Output blocuri HTML,module,Magento_Store
Bonus for first ACH Use,Bonus pentru prima folosire ACH,module,Magento_Paypal
"Bookmark with id ""%1"" does not exist.","Semnul de carte cu Id-ul ""%1"" nu exista.",module,Magento_Ui
Both (without and with tax),Ambele (cu si fara taxe),module,Magento_Tax
Bottom/Left,Jos/Stanga,module,Magento_Catalog
Bottom/Right,Jos/Dreapta,module,Magento_Catalog
Braintree,Braintree,module,Magento_Braintree
Break bulk economy,Economie produse vrac,module,Magento_Dhl
Break bulk express,Produse vrac expres,module,Magento_Dhl
Browse Files,Rasfoiti fisiere,module,Magento_Theme
Browse Files...,Rasfoire fisiere...,module,Magento_Backend
Browse Files...,Rasfoiti fisiere...,module,Magento_Cms
Browse Files...,Rasfoire fisiere...,module,Magento_ConfigurableProduct
Browse Files...,Rasfoiti fisiere...,module,Magento_Downloadable
Browse to find or drag image here,Rasfoire pentru a gasi sau gliseaza imaginea aici,module,Magento_ConfigurableProduct
Browser Capabilities Detection,Detectare capacitati browser,module,Magento_Cms
Bucket do not exists,Marjanu exista,module,Magento_CatalogSearch
Built-in Application (Not Recommended for Production Use),Aplicatie integrata (Nu se recomanda pentru a fi folosita la productie),module,Magento_PageCache
Bulk Images &amp; Price,Imagini colective &amp; Pret,module,Magento_ConfigurableProduct
Bundle Items,Articole la pachet,module,Magento_Bundle
Bundle product could not contain another composite product,Produsul la pachet nu poate contine un alt produs compus.,module,Magento_Bundle
Business Service Center,Centru servicii afaceri,module,Magento_Fedex
button_label,eticheta_button,module,Magento_Paypal
Buy %1 for %2 each,Cumparati %1 cu %2 fiecare,module,Magento_Catalog
"Buy %1 for %2 each and <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>","Cumparati %1 cu %2 fiecare si <strong class=""benefit"">save<span class=""percent tier-%3"">&nbsp;%4</span>%</strong>",module,Magento_Catalog
Buy %1 for price %2,Cumpara %1 la pretul de %2,module,Magento_Sales
Buy %1 for:,Cumparati %1 cu:,module,Magento_Catalog
Buy %1 with %2 discount each,Cumparati %1 cu %2 reducere la fiecare,module,Magento_Bundle
Buy now with PayPal,Cumparati acum cu PayPal,module,Magento_Paypal
Buy X get Y free (discount amount is Y),Cumparati X si primiti gratuit Y (suma de reducere este Y),module,Magento_SalesRule
Buyer claims that a possible duplicate payment was made to the merchant.,Cumparatorul pretinde ca o posibila plata dublata a fost facuta comerciantului.,module,Magento_Paypal
Buyer claims that he did not receive goods or service.,Cumparatorul pretinde ca nu a primit bunuri sau servicii.,module,Magento_Paypal
Buyer claims that he/she did not authorize transaction.,Cumparatorul pretinde ca el/ea nu a autorizat tranzactia.,module,Magento_Paypal
Buyer claims that the goods or service received differ from merchanta€™s description of the goods or service.,Cumparatorul pretinde ca bunurile si serviciile primite difera de cele din descrierea a€™s comerciantului.,module,Magento_Paypal
"Buyer claims that the received merchandise is unsatisfactory, defective, or damaged.","Cumparatorul pretinde ca marfa primita este nesatisfacatoare, defecta sau deteriorata.",module,Magento_Paypal
Buyer Credit Payment,Plata credit cumparator,module,Magento_Paypal
Buyer's Tax ID,ID taxe cumparator,module,Magento_Paypal
Buyer's Tax ID Type,Tip ID taxe cumparator,module,Magento_Paypal
by,de,module,Magento_Rule
"By default it is ""reports.paypal.com"".","Implicit este ""reports.paypal.com"".",module,Magento_Paypal
By Fixed value,Cu valoare fixa,module,Magento_CatalogRule
By Fixed value,De valoare fixa,module,Magento_SalesRule
By Percentage,Cu procentaj,module,Magento_CatalogRule
By Percentage,De procentaj,module,Magento_SalesRule
Cache Control,Control Cache,module,Magento_Backend
Cache Lifetime (Seconds),Termen Cache(Secunde),module,Magento_Catalog
Cache Lifetime (Seconds),Termen Cache (Secunde),module,Magento_CatalogWidget
Cache Management,Management cache,module,Magento_Backend
Cache Storage Management,Management stocare cache,module,Magento_Backend
Cache Type,Tip Cache,module,Magento_Backend
Caching Application,Aplicatie Caching,module,Magento_PageCache
Calculate Handling Fee,Calculati taxa de manipulare,module,Magento_Dhl
Calculate Handling Fee,Calculati taxa manipulare,module,Magento_Fedex
Calculate Handling Fee,Calculati taxa de manipulare,module,Magento_OfflineShipping
Calculate Handling Fee,Calculati taxa de manipulare,module,Magento_Ups
Calculate Handling Fee,Calculare taxa manipulare,module,Magento_Usps
Calculate Off Subtotal Only,Calculati numai subtotalul,module,Magento_Tax
Calculation Settings,Setari calculare,module,Magento_Tax
Callback URL,Callback URL,module,Magento_Integration
"Can be used only with catalog input type Dropdown, Multiple Select and Price","Poate fi folosit numai cu input catalog tip Dropdown, Selectie multipla si Pret",module,Magento_LayeredNavigation
Can not create attribute set based on non product attribute set.,Nu se poate crea un set de atribute bazat pe un set de atribute non produs.,module,Magento_Catalog
Can not create attribute set based on not existing attribute set,Nu se poate crea un set de atribute bazat pe un set de atribute non existent.,module,Magento_Catalog
Can not find original authorization transaction for partial capture,Nu se poate gasi autorizatia originala a tranzactiei pentru captura partiala.,module,Magento_Braintree
"Can not find product link with id ""%1""","Link-ul produsului cu ID-ul ""%1"" nu poate fi gasit",module,Magento_Bundle
Can't acquire coupon.,Nu se poate obtine cuponul.,module,Magento_SalesRule
Can't delete root category.,Categoria de baza nu poate fi stearsa.,module,Magento_Catalog
Can't load snapshot archive,Nu se poate încarca arhiva de instantanee,module,Magento_Backup
Can't save description %1,Nu se poate salva descrierea %1,module,Magento_Wishlist
Can't unhold order.,Comanda nu poate fi pusa în asteptare.,module,Magento_Sales
Can't update wish list,Nu se poate actualiza lista de dorinte,module,Magento_Wishlist
Canada Standard,Canada Standard,module,Magento_Ups
Cancel,Anulati,module,Magento_Backend
Cancel,Anulati,module,Magento_Catalog
Cancel,Anulati,module,Magento_Checkout
Cancel,Anulati,module,Magento_ConfigurableProduct
Cancel,Anulati,module,Magento_Customer
Cancel,Anulati,module,Magento_GiftMessage
Cancel,Anulare,module,Magento_Newsletter
Cancel,Anulare,module,Magento_Paypal
Cancel,Anulati,module,Magento_ProductVideo
Cancel,Anulare,module,Magento_Sales
Cancel,Anulati,module,Magento_Shipping
Cancel,anulati,module,Magento_Ui
Cancel Coupon,anulati cupon,module,Magento_Checkout
Canceled,anulat,module,Magento_Bundle
Canceled,Anulat,module,Magento_Paypal
Canceled,anulat,module,Magento_Reports
Canceled,Anulat,module,Magento_Sales
Canceled order offline,Comanda anulata offline,module,Magento_Sales
Canceled order online,Comanda anulata online,module,Magento_Sales
Cancelled,Anulat,module,Magento_Newsletter
Cannot add new comment.,Nu se poate adauga comentariu nou.,module,Magento_Sales
Cannot add new comment.,Nu se poate adauga un comentariu nou.,module,Magento_Shipping
Cannot add tracking number.,Nu se poate adauga un numar de urmarire al comenzii.,module,Magento_Shipping
Cannot assign customer to the given cart. Customer already has active cart.,Clientul nu poate fi atribuit cosului precizat. Clientul are deja un cos activ.,module,Magento_Quote
Cannot assign customer to the given cart. The cart belongs to different store.,Clientul nu poate fi atribuit cosului precizat. Cosul apartine unui alt magazin.,module,Magento_Quote
Cannot assign customer to the given cart. The cart is not anonymous.,Clientul nu poate fi atribuit cosului precizat. Cosul nu este anonim.,module,Magento_Quote
Cannot convert to access token due to token is not request type,Nu se poate converti simbolul solicitat deoarece simbolul nu este de tipul solicitat.,module,Magento_Integration
Cannot create online refund for Refund to Store Credit.,Nu se poate crea restituire online pentru restituirea la credit de magazin,module,Magento_Sales
Cannot create quote,Nu se poate crea mentiune,module,Magento_Quote
Cannot create request token because consumer token is not a verifier token,Nu se poate crea simbol de solicitare deoarece simbolul client nu este un simbol de verificare,module,Magento_Integration
Cannot delete attribute.,Atributul nu poate fi sters.,module,Magento_Eav
Cannot delete attributeGroup with id %1,Grupul de atribute cu ID-ul %1 nu poate fi sters.,module,Magento_Eav
Cannot delete category with id %1,Categoria cu ID-ul %1 nu poate fi stearsa,module,Magento_Catalog
Cannot delete group.,Grupul nu poate fi sters.,module,Magento_Customer
Cannot delete option with id %1,Optiunea ci ID-ul %1 nu poate fi stearsa,module,Magento_Bundle
Cannot delete option with id: %1,Nu se poate sterge optiunea cu id-ul: %1,module,Magento_ConfigurableProduct
Cannot delete variations from product: %1,Nu se pot sterge variatiile produsului: %1,module,Magento_ConfigurableProduct
Cannot do shipment for the order separately from invoice.,Nu se poate efectua livrarea pentru comanda separat de factura.,module,Magento_Shipping
Cannot do shipment for the order.,Nu se poate efectua livrarea pentru comanda.,module,Magento_Shipping
Cannot get access token because consumer token is not a request token,Nu se poate obtine simbol de acces deoarece simbolul client nu este un simbol solicitat,module,Magento_Integration
Cannot get autoincrement value,Nu se poate obtine o valoare de autocrestere.,module,Magento_ImportExport
Cannot get secure form URL from PayPal,Nu se poate obtine un formular URL sigur de la PayPal,module,Magento_Paypal
Cannot identify measure unit for %1,Nu se poate identifica unitatea de masura pentru %1,module,Magento_Dhl
Cannot identify weight unit for %1,Nu se poate identifica unitatea de greutate pentru %1,module,Magento_Dhl
Cannot load options for attribute %1,Nu se pot încarca optiunile pentru atributul %1,module,Magento_Eav
Cannot perform GET operation with store code 'all',Nu se poate efectua operatiunea GET cu codul de magazin 'all',module,Magento_Webapi
Cannot place order.,Nu se poate plasa comanda.,module,Magento_Authorizenet
Cannot place order.,Nu se poate plasa comanda.,module,Magento_Quote
Cannot process the item.,Articolul nu poate fi procesat.,module,Magento_GroupedProduct
Cannot retrieve shipping rates,Nu se pot recupera ratele de livrare,module,Magento_Ups
Cannot save attribute,Atributul nu poate fi salvat,module,Magento_Eav
Cannot save attribute %1,Nu se poate salva atributul %1,module,Magento_Eav
Cannot save attributeGroup,Grupul de atribute nu poate fi salvat,module,Magento_Eav
"Cannot save comment:
 %1","Nu se poate salva comentariul:
 %1",module,Magento_Sales
Cannot save product.,Produsul nu poate fi salvat.,module,Magento_Catalog
Cannot save shipment.,Nu se poate salva livrarea.,module,Magento_Shipping
Cannot save titles,Nu se pot salva titlurile,module,Magento_Tax
"Cannot save track:
 %1","Nu se poate salva evidenta:
 %1",module,Magento_Sales
Cannot send shipment information.,Nu se pot trimite informatii despre livrare.,module,Magento_Shipping
Cannot set shipping method. %1,Nu se poate seta modalitatea de livrare. %1,module,Magento_Quote
Cannot specify product.,Nu se poate specifica produsul.,module,Magento_Wishlist
"Cannot switch into given mode ""%1""","Nu se poate trece la modulul ""%1"" dat",module,Magento_Deploy
Cannot unassign status from state,Nu se poateelimina statusul de la stat,module,Magento_Sales
Cannot update item quantity.,Nu se poate actualiza cantitatea articolului.,module,Magento_Sales
CAPTCHA,CAPTCHA,module,Magento_Captcha
"CAPTCHA for ""Create user"" and ""Forgot password"" forms is always enabled if chosen.","CAPTCHA pentru formele ""Creati utilizator"" si ""Am uitat parola"" este întotdeaua activat daca este ales.",module,Magento_Captcha
CAPTCHA Timeout (minutes),ExpirareCAPTCHA (minute),module,Magento_Captcha
capture,captati,module,Magento_Authorizenet
Capture,Captura,module,Magento_Sales
Capture action,Actiune de captare,module,Magento_Braintree
Capture Offline,Captura Offline,module,Magento_Sales
Capture Online,Captura Online,module,Magento_Sales
Captured amount of %1 online,Suma captata online de %1,module,Magento_Sales
Card Code Response,Raspuns cod card,module,Magento_Authorizenet
Card Number,Numar card,module,Magento_Braintree
Card Security Code Does Not Match,Codul de securitate al cardului nu coincide,module,Magento_Paypal
Card Verification Number,Numar verificare card,module,Magento_Authorizenet
Card Verification Number,Numar verificare card,module,Magento_Braintree
Card Verification Number,Numar verificare card,module,Magento_Payment
Card Verification Number Visual Reference,Referinta vizuala pentru numarul de verificare al cardului,module,Magento_Braintree
Card Verification Number Visual Reference,Referinta vizuala numar verificare card,module,Magento_Payment
Cardholder Name,Numele titularului de card,module,Magento_Braintree
Carrier,Transportator,module,Magento_Shipping
"Carrier with such method not found: %1, %2","Transportul cu o astfel de metoda nu este gasit: %1, %2",module,Magento_Checkout
"Carrier with such method not found: %1, %2","Nu se gaseste un transportator cu o astfel de modalitate: %1, %2",module,Magento_Quote
Carrier:,Transportator:,module,Magento_Shipping
Carrier/Method,Transportator/Modalitate,module,Magento_Reports
Cart %1 doesn't contain item %2,Cosul %1 nu contine articolul %2,module,Magento_Quote
Cart %1 doesn't contain products,Cosul %1 nu contine produse,module,Magento_Quote
Cart Attribute,Atribut cos,module,Magento_SalesRule
Cart contains virtual product(s) only. Shipping address is not applicable.,Cosul contine numai produse virtuale. Adresa de livrare nu se aplica.,module,Magento_Checkout
Cart contains virtual product(s) only. Shipping address is not applicable.,Cosul contine numai produse virtuale. Adresa de livrare nu este aplicabila.,module,Magento_Quote
Cart contains virtual product(s) only. Shipping method is not applicable.,Cosul contine numai produse virtuale. Modalitatea de livrare nu este aplicabila.,module,Magento_Quote
Cart Item Attribute,Atribut articole cos,module,Magento_SalesRule
Cart Price Rule,Regula pret cos,module,Magento_Sales
Cart Price Rule,Regula Pret Cos,module,Magento_SalesRule
Cart Price Rules,Reguli Pret Cos,module,Magento_SalesRule
Cart Subtotal,Subtotal cos,module,Magento_Checkout
Carts,Cosuri,module,Magento_Reports
Case Sensitive,Sensibil la majuscule,module,Magento_Captcha
Cash On Delivery Payment,Plata la livrare,module,Magento_OfflinePayments
Catalog,Catalog,module,Magento_Backend
Catalog,Catalog,module,Magento_Catalog
Catalog,Catalog,module,Magento_CatalogRule
Catalog,Catalog,module,Magento_SalesRule
Catalog,Catalog,module,Magento_Sitemap
Catalog Advanced Search,Cautare avansata catalog,module,Magento_CatalogSearch
Catalog Category Link,Link categorie catalog,module,Magento_Catalog
Catalog Category Page,Pagina categorie catalog,module,Magento_Paypal
Catalog Input Type for Store Owner,Tip input catalog pentru proprietarul magazinului,module,Magento_Eav
Catalog New Products List,Lista produse noi catalog,module,Magento_Catalog
Catalog Price Rule,Regula pret catalog,module,Magento_CatalogRule
Catalog Price Scope,Domeniu Pret Catalog,module,Magento_Catalog
Catalog Prices,Preturi catalog,module,Magento_Tax
Catalog Product Link,Link Produs Catalog,module,Magento_Catalog
Catalog Product Page,Pagina produs catalog,module,Magento_Paypal
Catalog Product Rule,Regula produs catalog,module,Magento_CatalogRule
Catalog Products List,Lista produse catalog,module,Magento_CatalogWidget
Catalog Rewrites,Rescrieri catalog,module,Magento_Backend
Catalog Rule Product,Produs regula catalog,module,Magento_CatalogRule
Catalog Search,Cautare catalog,module,Magento_CatalogSearch
"Catalog, Search","Catalog, Cautare",module,Magento_Catalog
Categories,Categorii,module,Magento_Catalog
Categories,Categorii,module,Magento_Widget
Categories Options,Optiuni categorii,module,Magento_Sitemap
Category,Categorie,module,Magento_Catalog
Category,Categorie,module,Magento_CatalogSearch
Category,Categorie,module,Magento_Rule
Category Data,Categorie informatie,module,Magento_Catalog
Category does not contain specified product,Categoria nu contine produse specificate,module,Magento_Catalog
Category Flat Data,Plan informatii catalog,module,Magento_Catalog
Category is not available for requested store.,Categoria nu este disponibila pentru magazinul solicitat.,module,Magento_Catalog
Category Link Block Template,sablon bloc link categorie,module,Magento_Catalog
Category Link Inline Template,sablon inline link categorie,module,Magento_Catalog
Category Name,Nume categorie,module,Magento_Catalog
Category Products,Categorii de produse,module,Magento_Catalog
Category Top Navigation,Navigare Top Categorie,module,Magento_Catalog
Category URL Suffix,Sufix URL categorie,module,Magento_CatalogUrlRewrite
Category View Optimization,Optimizare vizualizare categorie,module,Magento_GoogleOptimizer
Category:,Categorie:,module,Magento_UrlRewrite
CAVV Response,Raspuns CAVV,module,Magento_Authorizenet
Center,Centru,module,Magento_Catalog
Centimeters,Centimetri,module,Magento_Dhl
Change,Modificati,module,Magento_Catalog
Change,Modificati,module,Magento_Customer
Change,Modifica,module,Magento_Multishipping
Change Billing Address,Modificati adresa de facturare,module,Magento_Customer
Change Billing Address,Modifica adresa de facturare,module,Magento_Multishipping
Change Encryption Key,Modificati cheia de criptare,module,Magento_EncryptionKey
Change Password,Modificati parola,module,Magento_Customer
Change Shipping Address,Modificati adresa de livrare,module,Magento_Customer
Change Status,Modificati status,module,Magento_Catalog
Change status,Modificati status,module,Magento_Catalog
Changes have been made to this section that have not been saved.,Au fost facute modificari în aceasta sectiune care nu au fost salvate.,module,Magento_Backend
Changes have been made to this section that have not been saved.,Au fost facute modificari la aceasta sectiune care nu au fost salvate.,module,Magento_Catalog
"Changing address information will not recalculate shipping, tax or other order amount.","Modificare informatiilor adresei nu va determina recalcularea livrarii, taxelor sau cantitatii comenzii.",module,Magento_Sales
Charge-off,Charge-off,module,Magento_Paypal
Chargeback,Stornare,module,Magento_Paypal
"Chart is disabled. To enable the chart, click <a href=""%1"">here</a>.","Graficul este dezactivat. Pentru a activa graficul, faceti click aici <a href=""%1"">here</a>.",module,Magento_Backend
