-- No Theme --,-- Nici o tema --,module,Magento_Config
-- Please Select --,-- Selectati --,module,Magento_Backend
-- Please Select --,-- Selectati --,module,Magento_Catalog
-- Please select --,-- Selectati --,module,Magento_Catalog
-- Please Select --,-- Selectati --,module,Magento_Cms
-- Please Select --,-- Selectati --,module,Magento_Customer
Total Tax,Total Taxe,module,Magento_Sales
Total Weight,Total greutate,module,Magento_SalesRule
Total Weight,Greutate totala,module,Magento_Shipping
Total:,Total:,module,Magento_Checkout
Total: %1<br/>,Total: %1<br/>,module,Magento_Sales
Totals calculation is not applicable to empty cart,Calcularea totalului nu se aplica pentru un cos gol,module,Magento_Checkout
Track history,Istoric urmarire,module,Magento_Shipping
Track Order,Unrmariti comanda,module,Magento_Shipping
Track this shipment,Urmariti acesta livrare,module,Magento_Shipping
track_summary,Cuprins_urmarire,module,Magento_Usps
Track:,Evidenta:,module,Magento_Shipping
Tracking Information,Informatii de urmarile ale comenzii.,module,Magento_Shipping
Tracking information is currently not available. Please,Informatiile de urmarire ale comenzii nu sunt disponibile. Va rugam,module,Magento_Shipping
Tracking information is unavailable.,Informatiile de urmarire ale comenzii nu sunt disponibile.,module,Magento_Shipping
Tracking Number,Numar de urmarire comanda,module,Magento_Sales
Tracking number %1 for %2 assigned,Numar urmarire comanda %1 for %2 atribuit,module,Magento_Sales
Tracking Number:,Numar de urmarire:,module,Magento_Shipping
Tracking Number(s):,Numere de urmarire comenzi,module,Magento_Shipping
Tracking XML URL,Urmarire URL XML,module,Magento_Ups
Transaction # %1 | %2,Tranzactie # %1 | %2,module,Magento_Sales
"Transaction %1 has been approved. Amount %2. Transaction status is ""%3""","Tranzactia %1 a fost aprobata. Suma %2. statusul tranzactiei este ""%3""",module,Magento_Authorizenet
"Transaction %1 has been voided/declined. Transaction status is ""%2"". Amount %3.","Tranzactia %1 a fost anulata/refuzata. Statusul tranzactiei este ""%2"". Suma %3.",module,Magento_Authorizenet
Transaction Data,Informatii tranzactie,module,Magento_Sales
Transaction declined by gateway: Check card details or try another card,Tranzactie refuzata de portal: Verificati detaliile cardului sau folositi un alt card.,module,Magento_Braintree
Transaction declined:,Tranzactie refuzata:,module,Magento_Braintree
Transaction Details,Detalii tranzactie,module,Magento_Sales
Transaction Details URL,URL detalii tranzactie,module,Magento_Authorizenet
Transaction has been approved.,Tranzactia a fost aprobata.,module,Magento_Sales
Transaction has been declined,Tranzactia a fost refuzata,module,Magento_Paypal
Transaction has been voided/declined.,tranzactia a fost anulata/refuzata.,module,Magento_Sales
Transaction ID,ID tranzactie,module,Magento_Paypal
Transaction ID,ID tranzactie,module,Magento_Sales
"Transaction ID: ""%1""","ID tranzactie: ""%1""",module,Magento_Sales
Transaction Information,Informatii tranzactie,module,Magento_Paypal
Transaction Key,Cheie tranzactie,module,Magento_Authorizenet
Transaction reversal by PayPal administrators.,Inversare tranzactie de catre administratorii PayPal.,module,Magento_Paypal
Transaction reversal due to fraud detected by PayPal administrators.,Inversare tranzactie din cauza unei fraude detectate de catre administratorii PayPal.,module,Magento_Paypal
Transaction Type,Tip tranzactie,module,Magento_Sales
Transactional Emails,Email-uri tranzactionale,module,Magento_Email
Transactions,Tranzactii,module,Magento_Sales
Transfer Cart Line Items,Transferati articole cos,module,Magento_Paypal
Transfer Shipping Options,Transferati optiuni de livrare,module,Magento_Paypal
Translate Inline,Traducere Inline,module,Magento_Backend
"Translate, blocks and other output caches should be disabled for both Storefront and Admin inline translations.","Traduceti, blocurile si alte cache-uri de output vor fi dezactivate atat pentru traducerile inline din Vitrina, cat si pentru cele din Administrator.",module,Magento_Backend
Translation files.,Fisiere traduceri.,module,Magento_Translation
Translation Strategy,Strategie traducere,module,Magento_Translation
Translations,Traduceri,module,Magento_Translation
Triggered Fraud Filters,Filtre de frauda declansate,module,Magento_Paypal
TRUE,ADEVaRAT,module,Magento_Rule
TTL for public content,TTL pentru continut public,module,Magento_PageCache
"Ttl value ""%1"" is not valid. Please use only numbers equal or greater than zero.","Valoarea Ttl ""%1"" nu este valida. Folositi doar numere egale sau mai mari decat zero.",module,Magento_PageCache
Type,Tip,module,Magento_Backup
Type,Tip,module,Magento_Braintree
Type,Tip,module,Magento_Catalog
Type,Tip,module,Magento_CatalogRule
Type,Tip,module,Magento_Customer
Type,Tip,module,Magento_Newsletter
Type,Tip,module,Magento_OfflineShipping
Type,Tip,module,Magento_Review
Type,Tip,module,Magento_Shipping
Type,Tip,module,Magento_Widget
U,U,module,Magento_Downloadable
ui/grid/filters/elements/select,ui/grila/filtre/elemente/selectare,module,Magento_Ui
Unable to cancel Express Checkout,Imposibil de anulat Checkout Expres.,module,Magento_Paypal
Unable to create directory: %1,Imposibil de creat registrul: %1,module,Magento_MediaStorage
"Unable to delete store view. Please, try again later.",Imposibil de sters vizualizarea magazinului. încercati din nou mai tarziu.,module,Magento_Backend
"Unable to delete store. Please, try again later.",Imposibil de sters magazinul. încercati din nou mai tarziu.,module,Magento_Backend
"Unable to delete website. Please, try again later.",Imposibil de sters website-ul. încercati din nou mai tarziu.,module,Magento_Backend
Unable to fetch transaction details.,Imposibil de accesat detaliile tranzactiei.,module,Magento_Paypal
Unable to get transaction details. Try again later.,Imposibil de obtinut detaliile tranzactiei. încercati din nou mai tarziu.,module,Magento_Authorizenet
Unable to post data to consumer due to an unexpected error,Imposibil de afisat informatii consumatorului din cauza unei erori neasteptate,module,Magento_Integration
Unable to remove checkout agreement %1,Nu se poate sterge acordul de checkout %1,module,Magento_CheckoutAgreements
Unable to remove product %1,Nu se poate sterge produsul %1,module,Magento_Catalog
Unable to retrieve shipping label,Imposibil de obtinut eticheta de livrare,module,Magento_Dhl
Unable to retrieve tracking,Imposibil de obtinut urmarirea comenzii,module,Magento_Dhl
"Unable to save address. Please, check input data.",Adresa nu poate fi salvata. Verificati informatiile de input.,module,Magento_Checkout
"Unable to save address. Please, check input data.",Imposibil de salvat adreasa. Verificati informatiile input.,module,Magento_Quote
Unable to save Billing Agreement:,Imposibil de salcat Acordul de Facturare:,module,Magento_Paypal
Unable to save checkout agreement %1,Nu se poate slva acordul de checkout %1,module,Magento_CheckoutAgreements
"Unable to save file ""%1"" at ""%2""","Imposibil de salvat fisierul ""%1"" la ""%2""",module,Magento_MediaStorage
Unable to save file: %1,Imposibil de salvat fisierul: %1,module,Magento_MediaStorage
Unable to save product,Imposibil de salvat produs,module,Magento_Catalog
"Unable to save shipping information. Please, check input data.",Nu se pot salva detaliile de livrare. Verificati informatiile de input.,module,Magento_Checkout
Unable to update the alert subscription.,Imposibil de actualizat abonarile la alerte.,module,Magento_ProductAlert
Unassign,Anulare atribuire,module,Magento_Sales
Unassigned Attributes,Atribute nealocate,module,Magento_Catalog
Unconfirmed,Neconfirmat,module,Magento_Newsletter
undefined,nedefinit,module,Magento_Reports
Undefined product type,Tip produs nedefinit,module,Magento_CatalogInventory
"Undefined rate from ""%1-%2"".","Curs valutar nedefinit de la ""%1-%2"".",module,Magento_Directory
Unexpected error. Unable to create oAuth consumer account.,Eroare neasteptata. Imposibil de creat cont de consumator oAuth.,module,Magento_Integration
Unexpected error. Unable to load oAuth consumer account.,Eroare neasteptata. Imposibil de încarcat contul de consumator oAuth.,module,Magento_Integration
Unhold,Eliminare retinere,module,Magento_Sales
unhold,Eliminare retinere,module,Magento_Sales
Uninstall the extension to remove integration '%1'.,Dezinstalati extensia pentru stergerea integrarii '%1'.,module,Magento_Integration
Uninstall the extension to remove this integration,Dezinstalati extensia pentru stergerea integrarii,module,Magento_Integration
Unique Value,Valoare unica,module,Magento_Catalog
Unique Value,Valoare unica,module,Magento_Eav
Unique Value (not shared with other products),Valoare unica (nu se împarte cu alte produse),module,Magento_Catalog
Unique Value (not shared with other products),Valoare unica (nepartajata cu alte produse),module,Magento_Eav
Unit Price,Pret unitar,module,Magento_Tax
United Parcel Service,Serviciu Unitate Colet,module,Magento_Ups
United Parcel Service XML,Serviciu Unitate Colet XML,module,Magento_Ups
Unknown,Necunoscut,module,Magento_Customer
Unknown,Necunoscut,module,Magento_Email
Unknown action.,Actiune necunoscuta.,module,Magento_CatalogRule
Unknown block type,Tip bloc necunoscut,module,Magento_Backend
Unknown condition operator,Operator conditie necunoscut,module,Magento_Rule
"Unknown EAV indexer type ""%1"".","EAV necunoscut tip indexare ""%1"".",module,Magento_Catalog
Unknown entity type,Tip entitate necunoscut,module,Magento_GiftMessage
Unknown link type: %1,Tip link necunoscut: %1,module,Magento_Catalog
Unknown parameter,Parametru necunoscut,module,Magento_Eav
Unknown reason. Please contact PayPal customer service.,Motiv necunoscut. Contactati serviciul de relatii clienti PayPal.,module,Magento_Paypal
Unknown State,Stat necunoscut,module,Magento_Sales
Unknown Status,Status necunoscut,module,Magento_Sales
Unknown video type,Tip video necunoscut,module,Magento_ProductVideo
Unlimited,Nelimitat,module,Magento_Downloadable
Unlimited,Nelimitat,module,Magento_Reports
Unlock,Deblocare,module,Magento_User
Unlocked,Deblocat,module,Magento_User
Unlocked %1 user(s).,%1 utilizatori deblocati.,module,Magento_User
Unpaid Invoices,Facturi neplatite,module,Magento_Reports
unread),necitite),module,Magento_AdminNotification
Unselect All,Deselectare toate,module,Magento_Backend
Unselect All,Deselectati toate,module,Magento_Catalog
unselect all,Deselectati toate,module,Magento_Catalog
Unselect all,Deselectati toate,module,Magento_Downloadable
Unselect Visible,Deselectare Vizibile,module,Magento_Backend
Unselect Visible,Deselectati vizibile,module,Magento_Catalog
Unsubscribe,Dezabonare,module,Magento_Newsletter
Unsubscribe from all price alerts,Dezabonare de la toate alertele de pret.,module,Magento_ProductAlert
Unsubscribe from all stock alerts,Dezabonare de la toate alertele de stoc,module,Magento_ProductAlert
Unsubscribe from Newsletter,Dezabonati-va de la Buletinul informativ,module,Magento_Customer
Unsubscribe Selected,Dezabonare selectate,module,Magento_Newsletter
Unsubscribed,Dezabonat,module,Magento_Newsletter
Unsubscription Email Sender,Email dezabonare expeditor,module,Magento_Newsletter
Unsubscription Email Template,sablon Email de dezabonare,module,Magento_Newsletter
Unsupported bookmark action.,Actiune Semn de carte neacceptata.,module,Magento_Ui
"Unsupported product type ""%1"".","Tip produs neacceptat ""%1"".",module,Magento_Catalog
up to %1,pana la %1,module,Magento_CatalogSearch
Up-sells,Up-selling,module,Magento_Catalog
Update Attributes,Actualizati atribute,module,Magento_Catalog
Update attributes,Actualizare atribute,module,Magento_Catalog
Update by Schedule,Actualizare dupa Program,module,Magento_Indexer
Update Cart,Actualizare cos,module,Magento_Checkout
Update Changes,Actualizare modificari,module,Magento_Sales
Update Frequency,Actualizati frecventa,module,Magento_AdminNotification
Update Items and Quantities,Actualizare articole si cantitati,module,Magento_Sales
Update on Save,Actualizare la Salvare,module,Magento_Indexer
Update Product Preview Image,Actualizati imaginea de previzualizare a produsului,module,Magento_Swatches
Update product's %1 %2: %3,Actualizari produs %1 %2: %3,module,Magento_CatalogRule
Update product's %1 %2: %3,Actualizati %1 %2: %3 produselor,module,Magento_SalesRule
Update Qty &amp; Addresses,Actializati &amp; de catitate Adrese,module,Magento_Multishipping
Update Qty's,Actualizeaza cantitati,module,Magento_Sales
Update Shipping Method,Actualizare modalitate de livrare,module,Magento_Paypal
Update Shopping Cart,Actualizare cos de cumparaturi,module,Magento_Checkout
Update Status,Actualizare Status,module,Magento_Review
Update the Product,Actualizati produsul,module,Magento_CatalogRule
Update the Product,Actualizati produsul,module,Magento_SalesRule
Update Wish List,Actualizati Lista de Dorinte,module,Magento_Wishlist
Updated,Actualizat,module,Magento_Email
Updated,Actualizat,module,Magento_Indexer
Updated,Actualizat,module,Magento_Newsletter
Updated,Actualizat,module,Magento_Paypal
Updated,Actualizat,module,Magento_Reports
Updated At,Actualizat la,module,Magento_Paypal
Updated rules applied.,Reguli actualizate aplicate.,module,Magento_CatalogRule
Updated:,Actualizat:,module,Magento_Paypal
Updating classType is not allowed.,Actualizarea tipului de clasa nu este permisa.,module,Magento_Tax
Upload CSS File,încarcare fisier CSS,module,Magento_Theme
Upload Files,încarcati fisiere,module,Magento_Downloadable
Upload Fonts,încarcati font-uri,module,Magento_Theme
Upload Image,încarcare imagine,module,Magento_ConfigurableProduct
Upload image,încarcare imagine,module,Magento_ConfigurableProduct
Upload Images,încarcati imagini,module,Magento_Theme
Upload JS Files,încarcati fisiere JS,module,Magento_Theme
Uploaded:,încarcat:,module,Magento_ProductVideo
Uploader:,Uploader:,module,Magento_ProductVideo
UPS,UPS,module,Magento_Ups
UPS Expedited,Expediere UPS de urgenta,module,Magento_Ups
UPS Express,Expediere UPS Expres,module,Magento_Ups
UPS Express Box,Cutie UPS Expres,module,Magento_Ups
UPS Express Early A.M.,Expediere UPS Expres dimineata,module,Magento_Ups
UPS Express Plus,Expediere UPS Expres Plus,module,Magento_Ups
UPS Ground,Domeniu UPS,module,Magento_Ups
UPS Letter Envelope,Plic scrisoare UPS,module,Magento_Ups
UPS Next Day Air,Expediere UPS ziua urmatoare,module,Magento_Ups
UPS Next Day Air Early A.M.,Expediere UPS în ziua urmatoare dimineata,module,Magento_Ups
UPS Next Day Air Saver,Expediere UPS în ziua urmatoare,module,Magento_Ups
UPS Saver,EconomisireUPS,module,Magento_Ups
UPS Second Day Air,Expediere UPS a doua zi,module,Magento_Ups
UPS Second Day Air A.M.,Expediere UPS a doua zi dimineata,module,Magento_Ups
UPS Standard,UPS Standard,module,Magento_Ups
UPS Three-Day Select,Selectare UPS în trei zile,module,Magento_Ups
UPS Today Dedicated Courrier,Expediere UPS Curier Special zi curenta,module,Magento_Ups
UPS Today Express,Expediere UPS Expres zi curenta,module,Magento_Ups
UPS Today Express Saver,Economisire UPS Expres zi curenta,module,Magento_Ups
UPS Today Intercity,Expediere UPS Intercity zi curenta,module,Magento_Ups
UPS Today Standard,Expediere UPS Standard zi curenta,module,Magento_Ups
UPS Tube,UPS Tube,module,Magento_Ups
UPS Type,Tip UPS,module,Magento_Ups
UPS Worldwide 10 kilo,UPS 10 kilo la nivel global,module,Magento_Ups
UPS Worldwide 25 kilo,UPS 25 kilo la nivel global,module,Magento_Ups
UPS Worldwide Expedited,Expediere de urgenta UPS la nivel global,module,Magento_Ups
UPS Worldwide Express,Expres UPS la nivel global,module,Magento_Ups
UPS Worldwide Express Plus,Expres UPS la nivel global plus,module,Magento_Ups
UPS Worldwide Express PlusSM,Expediere UPS Expres PlusSM la nivel global,module,Magento_Ups
UPS Worldwide Saver,Economisire UPS la nivel global,module,Magento_Ups
URL,URL,module,Magento_Downloadable
URL,URL,module,Magento_Eav
Url,Url,module,Magento_ProductVideo
URL Key,Cheie URL,module,Magento_Cms
URL Key,Cheie URL,module,Magento_UrlRewrite
URL key for specified store already exists.,Cheia URL pentru magazinul specificat exista deja.,module,Magento_ImportExport
URL key for specified store already exists.,Cheia URL pentru magazinul specificat exista deja.,module,Magento_UrlRewrite
URL method for Cancel URL and Return URL,Modalitate URL pentru Anulare URL si Restituire URL,module,Magento_Paypal
Url Options,Optiuni URL,module,Magento_Backend
URL Rewrite Information,Informatii Rescriere URL,module,Magento_UrlRewrite
URL Rewrite Management,Gestionare Rescriere URL,module,Magento_UrlRewrite
URL Rewrites,Rescrieri URL,module,Magento_UrlRewrite
URL to redirect user to link their 3rd party account with this Magento integration credentials.,URL pentru redirectionarea utilizatorului sa coreleze contul unei terte parti cu credentialele de integrare Magento.,module,Magento_Integration
Usage limit enforced for logged in customers only.,Limita de utilizare se aplica numai pentru clientii conectati.,module,Magento_SalesRule
Use {{name}} and {{description}} as Product Name and Product Description placeholders,Utilizati {{name}} si {{description}} ca înlocuitori pentru Nume Produs si Descriere Produs.,module,Magento_Catalog
Use {{name}} as Product Name or {{sku}} as Product SKU placeholders,Utilizati {{name}} ca Nume Produs sau {{sku}} ca înlocuitori pentru unitatea de înmagazinare a produsului.,module,Magento_Catalog
Use {{name}} as Product Name placeholder,Utilizati {{name}} ca înlocuitor pentru Nume Produs,module,Magento_Catalog
Use %s to replace the account ID in the URL,Utilizati %s pentru înlocuirea ID-ului de cont în URL,module,Magento_NewRelicReporting
Use Aggregated Data (beta),Utilizati informatii agregate (beta),module,Magento_Sales
Use All Available Attributes,Folositi toate atributele disponibile,module,Magento_Catalog
Use as my default billing address,Folositi ca adresa de facturare implicita,module,Magento_Customer
Use as my default shipping address,Folositi ca adresa de livrare implicita,module,Magento_Customer
Use Auto Generation,Folositi Auto Generare,module,Magento_SalesRule
Use Cache,Folositi cache,module,Magento_Braintree
Use Canonical Link Meta Tag For Categories,Utilizati Meta Eticheta Link Canonic prentru Categorii,module,Magento_Catalog
Use Canonical Link Meta Tag For Products,Utilizati Meta Eticheta Link Canonic prentru Produse,module,Magento_Catalog
Use Categories Path for Product URLs,Utilizati Cale Categorii pentru URL-uri Produs,module,Magento_CatalogUrlRewrite
"Use colon to specify port. For example: ""test.example.com:5224"".","Utilizati coloana pentru specificarea portului. De exemplu: ""test.example.com:5224"".",module,Magento_Paypal
Use config,Folositi configuratia,module,Magento_Catalog
Use config,Folositi configuratie,module,Magento_Downloadable
Use config,Foloseste configuratie,module,Magento_Msrp
Use Config Settings,Folositi setari de configurare,module,Magento_Catalog
Use Content-Disposition,Utilizare Dispunere-continut,module,Magento_Downloadable
Use Custom Admin Path,Folositi cale administrator personalizata,module,Magento_Backend
Use Custom Admin URL,Folositi URL administrator personalizat,module,Magento_Backend
Use Default,Folositi implicit,module,Magento_Catalog
Use Default,Folositi ca implicit,module,Magento_Config
Use Default Value,Folositi valoarea implicita,module,Magento_Bundle
Use Default Value,Folositi valoarea implicita,module,Magento_Catalog
Use Default Value,Folositi valoare implicita,module,Magento_Downloadable
Use Default Variable Values,Folositi valori variabile implicite,module,Magento_Variable
Use digits only for the zip code.,Folositi cifre numai pentru codul postal.,module,Magento_Tax
Use Flat Catalog Category,Utilizati Plan Categorie Catalog,module,Magento_Catalog
Use Flat Catalog Product,Utilizati Plan Produs Catalog,module,Magento_Catalog
Use for Promo Rule Conditions,Folositi pentru conditiile regulii de reclama,module,Magento_Catalog
Use FTP Connection,Utilizare conexiune FTP,module,Magento_Backup
Use HTTP Only,Utilizati doar HTTP,module,Magento_Cookie
Use HTTPS to Get Feed,Utilizati HTTPS pentru obtinerea fluxului de informatii,module,Magento_AdminNotification
Use in Filter Options,Folositi în optiuni de filtrare,module,Magento_Catalog
Use in Layered Navigation,Folositi la navigarea stratificata,module,Magento_LayeredNavigation
Use in Search,Folositi în cautare,module,Magento_Catalog
Use in Search Results Layered Navigation,Foloseste la Navigarea stratificata a rezultatelor cautarii,module,Magento_LayeredNavigation
Use JavaScript Calendar,Utilizati Calendar JavaScript,module,Magento_Catalog
"Use only standard alphanumeric, dashes and underscores.","Folositi numai caractere alfanumerice, linii si underscore standard.",module,Magento_Theme
Use Order Status As Default,Folositi statusul comenzii ca implicit,module,Magento_Sales
Use origin weight (few requests),Folositi greutatea originala (cateva solicitari),module,Magento_Shipping
Use Product Image for Swatch if Possible,Folositi imagine produs pentru mostra daca este posibil,module,Magento_Swatches
Use Proxy,Utilizati Proxy,module,Magento_Paypal
Use Secure URLs in Admin,Folositi URL-uri sigure în Administrator,module,Magento_Backend
Use Secure URLs on Storefront,Folositi URL-uri sigure în Vitrina,module,Magento_Backend
Use Separate Process,Utilizati proces separat,module,Magento_Cron
Use SID on Storefront,Folositi SID în vitrina,module,Magento_Backend
Use Standard,Folositi ca implicit,module,Magento_CurrencySymbol
Use Static URLs for Media Content in WYSIWYG for Catalog,Utilizati URL-uri Statice pentru Continutul Media în WYSIWYG pentru Catalog,module,Magento_Catalog
Use Vault,Folositi seiful,module,Magento_Braintree
Use Web Server Rewrites,URL-uri de baza,module,Magento_Backend
Use Website,Folositi Website,module,Magento_Config
Used for Sorting in Product Listing,Folosit pentru sortare în listarea produselor,module,Magento_Catalog
Used in Product Listing,Folosit în listarea produsului,module,Magento_Catalog
User,Utilizator,module,Magento_ImportExport
User,Utilizator,module,Magento_Paypal
User Defined,Utilizator definit,module,Magento_Bundle
User Description,Descriere utilizator,module,Magento_Wishlist
User Email,Email utilizator,module,Magento_Backend
User Email,Email utilizator,module,Magento_User
User ID,ID utilizator,module,Magento_Ups
User ID,ID Utilizator,module,Magento_User
User ID,ID utilizator,module,Magento_Usps
User Info,Informatii utilizator,module,Magento_User
User Information,Informatii utilizator,module,Magento_User
User Name,Nume Utilizator,module,Magento_Backend
user name,Nume utilizator,module,Magento_Backend
User Name,Nume Utilizator,module,Magento_User
User Name is a required field.,Numele de utilizator este un camp obligatoriu.,module,Magento_User
User Password,Parola utilizator,module,Magento_Backup
User Role,Rol utilizator,module,Magento_User
User Roles Information,Informatii roluri utilizator,module,Magento_User
User-Agent Exceptions,Exceptii utilizator-agent,module,Magento_Backend
User-initiated Currency Conversion,Conversie moneda initiata de utilizator,module,Magento_Paypal
Username,Utilizator,module,Magento_Backend
Username,Nume utilizator,module,Magento_User
Users,Utilizatori,module,Magento_User
Uses,Utilizari,module,Magento_Reports
Uses,Utilizatori,module,Magento_SalesRule
Uses,Utilizatori,module,Magento_Search
Uses per Coupon,Utilizari pe cupon,module,Magento_SalesRule
Uses per Customer,Utilizari pe client,module,Magento_SalesRule
USPS,USPS,module,Magento_Usps
USPS domestic shipments don't use package types.,Livrarile interne USPS nu folosesc tipuri de colete.,module,Magento_Shipping
USPS GXG Envelopes,Plicuri USPS GXG,module,Magento_Usps
Valid values range from 0.0 to 1.0.,Interval valori valide de la 0.0 la 1.0.,module,Magento_Sitemap
Validate Each Address Separately in Multi-address Checkout,Validati separat fiecare adresa în Checkout-ul cu Adrese multiple,module,Magento_Sales
Validate HTTP_USER_AGENT,Validare HTTP_UTILIZATOR_AGENT,module,Magento_Backend
Validate HTTP_VIA,Validare HTTP_VIA,module,Magento_Backend
Validate HTTP_X_FORWARDED_FOR,Validare HTTP_X_REDIRECtIONAT_PENTRU,module,Magento_Backend
Validate on Each Transaction,Validati la fiecare tranzactie,module,Magento_Customer
Validate REMOTE_ADDR,Validare REMOTE_ADDR,module,Magento_Backend
Validate VAT Number,Validare numar TVA,module,Magento_Customer
Validation Error Group,Eroare validare grup,module,Magento_Customer
Validation failed. Required options were not filled or the file was not uploaded.,Validare esuata. Optiunile necesare nu au fost completate sau fisierul nu a fost încarcat.,module,Magento_Catalog
Validation has failed.,Validarea a esuat.,module,Magento_Variable
Validation is failed.,Validarea a esuat.,module,Magento_Sales
Validation Results,Rezultate validare,module,Magento_ImportExport
Validator Exception,Validator exceptie,module,Magento_Customer
Validator for field %1 does not exist.,Validatorul pentru campul %1 nu exista.,module,Magento_Payment
Value,Valoare,module,Magento_Sales
Value for 'maximum characters' sub attribute in 'custom_options' attribute contains incorrect value,Valoarea pentru 'maximum de caractere' care inlocuieste atributul în cel de 'optiuni_personalizate' contine o valoare incorecta,module,Magento_CatalogImportExport
Value for 'price' sub attribute in 'custom_options' attribute contains incorrect value,Valoarea pentru 'pret' care înlocuieste atributul în cel de 'optiuni_personalizate' contine o valoare incorecta,module,Magento_CatalogImportExport
Value for 'price' sub attribute in 'store' attribute contains incorrect value,Valoarea pentru 'pret' care înlocuieste atributul în cel de 'magazin' contine o valoare incorecta,module,Magento_CatalogImportExport
Value for 'sort order' sub attribute in 'custom_options' attribute contains incorrect value,Valoarea pentru 'sorteaza comanda' care inlocuieste atributul în cel de 'optiuni_personalizate' contine o valoare incorecta,module,Magento_CatalogImportExport
"Value for 'type' sub attribute in 'custom_options' attribute contains incorrect value, acceptable values are: 'dropdown', 'checkbox'","Valoarea pentru 'tip' care înlocuieste atributul în cel de 'optiuni_personalizate' contine o valoare incorecta, valorile acceptate sunt: 'lista verticala', 'casta de selectare'",module,Magento_CatalogImportExport
Value for 'value price' sub attribute in 'custom_options' attribute contains incorrect value,Valoarea pentru 'valoare pret' care inlocuieste atributul în cel de 'optiuni_personalizate' contine o valoare incorecta,module,Magento_CatalogImportExport
Value index is not specified for an option.,Indexul de valoare nu este specificat pentru o optiune.,module,Magento_ConfigurableProduct
Value must be a URL or one of placeholders: %1,Valoarea trebuie sa fie un URL sau un substituent: %1,module,Magento_Config
Values less than 60 are ignored.,Valorile mai mici de 60 nu sunt luate în consideratie.,module,Magento_Backend
Values of following attributes are invalid: %1,Valorile urmatoarelor atribute sunt nevalide: %1,module,Magento_Catalog
Values Required,Valori necesare,module,Magento_Eav
Varchar,Varchar,module,Magento_Catalog
Variable,Variabila,module,Magento_Usps
Variable,Variabila,module,Magento_Variable
Variable Code,Cod variabila,module,Magento_Variable
Variable Code must be unique.,Codul variabilei trebuie sa fie unic.,module,Magento_Variable
Variable HTML Value,Valoare Variabila HTML,module,Magento_Variable
Variable ID,ID Variabila,module,Magento_Variable
Variable Name,Nume variabila,module,Magento_Variable
Variable Plain Value,Valoare simpla Variabila.,module,Magento_Variable
Various XML configurations that were collected across modules and merged.,Diverse configuratii XML care au fost adunate din module si unite.,module,Magento_Store
Varnish Caching,Caching Varnish,module,Magento_PageCache
Varnish Configuration,Configuratie Varnish,module,Magento_PageCache
VAT Number,Numar TVA,module,Magento_Backend
VAT Number,Numar TVA,module,Magento_Customer
VAT Number is valid.,Numar TVA valid.,module,Magento_Customer
VAT Request Date,Data solicitare TVA,module,Magento_Sales
VAT Request Identifier,Identificator solicitare TVA,module,Magento_Sales
Vendor,Furnizor,module,Magento_Paypal
ver. %1,ver. %1,module,Magento_Backend
Verifier is invalid,Verificator nevalid,module,Magento_Integration
Verifier is not the correct length,Verificatorul nu are lungimea corecta,module,Magento_Integration
Video cant be shown due to the following reason:,Clipul video nu poate fi afisat din cauza urmatorului motiv:,module,Magento_ProductVideo
Video Error,Eroare video,module,Magento_ProductVideo
Video not found,Clipul video nu este gasit,module,Magento_ProductVideo
View,Vizualizare,module,Magento_Customer
View,Vizualizare,module,Magento_Integration
View,Vizualizare,module,Magento_Paypal
View,Vizualizare,module,Magento_Sales
"View ""%1"" Integration","Vizualizare integrare ""%1""",module,Magento_Integration
View All,Vizualizare toate,module,Magento_Review
View All,Vizualizare toate,module,Magento_Sales
View all Wish List items,Vizualizare toate articolele din Lista de Dorinte,module,Magento_Wishlist
View Another Order,Vizualizati alta comanda,module,Magento_Sales
View Another Order,Vizualizare alta comanda,module,Magento_Shipping
View as,Vizualizare ca,module,Magento_Catalog
View Demo,Vizualizare demo,module,Magento_Paypal
View Full Size,Vizualizare marime normala,module,Magento_Customer
View Memo,Vizualizare nota,module,Magento_Sales
View Memo for #%1,Vizualizare nota pentru #%1,module,Magento_Sales
View Newsletter,Vizualizare Buletin informativ,module,Magento_Newsletter
View Order,Vizualizare comanda,module,Magento_Downloadable
View Order,Vizualizare Comanda,module,Magento_Paypal
View Order,Vizualizare comanda,module,Magento_Sales
View past orders,Vizualizati comenzi precedente,module,Magento_Customer
View Product,Vizualizare Produs,module,Magento_Wishlist
View Statistics For:,Vizualizare statistici pentru:,module,Magento_Backend
View Transaction,Vizualizare tranzactie,module,Magento_Paypal
View Transaction Details,Vizualizare detalii tranzactie,module,Magento_Paypal
Viewed Products Grid Template,sablon grila produse vizualizate,module,Magento_Reports
Viewed Products Images and Names Template,sablon Imagini si Nume de Produse Vizualizate,module,Magento_Reports
Viewed Products Images Only Template,Numai sablon pentru Imagini Produse Vizualizate,module,Magento_Reports
Viewed Products List Template,sablon lista produse vizualizate,module,Magento_Reports
Viewed Products Names Only Template,Numai sablon pentru Nume Produse Vizualizate,module,Magento_Reports
Views,Vizualizari,module,Magento_Backend
Views,Vizualizari,module,Magento_Reports
"Vimeo supported.<br />To add YouTube video, please <a href=""%1"">enter YouTube API Key</a> first.","Vimeo acceptat.<br />Pentru a adauga videoclip YouTube, va rugam <a href=""%1"">introduceti cheia API YouTube</a> întai.",module,Magento_ProductVideo
